datetime,open,high,low,close,volume
2026-05-17 05:00:00,2269.03,2270.95,2255.84,2265.87,3375
2026-05-17 06:00:00,2265.87,2270.17,2265.46,2268.47,2089
2026-05-17 07:00:00,2268.47,2280.14,2268.13,2272.29,3780
2026-05-17 08:00:00,2272.29,2272.68,2265.22,2266.17,10122
2026-05-17 09:00:00,2266.17,2274.17,2265.72,2273.39,8610
2026-05-17 10:00:00,2273.39,2277.22,2273.13,2276.5,11873
2026-05-17 11:00:00,2276.5,2289.04,2276.26,2282.69,11391
2026-05-17 12:00:00,2282.69,2303.19,2282.19,2297.0,7354
2026-05-17 13:00:00,2297.0,2302.47,2292.44,2295.16,12432
2026-05-17 14:00:00,2295.16,2295.61,2283.7,2289.49,7563
2026-05-17 15:00:00,2289.49,2289.78,2274.49,2282.82,8126
2026-05-17 16:00:00,2282.82,2286.71,2273.6,2276.71,13109
2026-05-17 17:00:00,2276.71,2284.19,2271.31,2276.15,3854
2026-05-17 18:00:00,2276.15,2280.58,2270.79,2278.73,2966
2026-05-17 19:00:00,2278.73,2286.79,2277.38,2279.66,2235
2026-05-17 20:00:00,2279.66,2285.31,2279.33,2282.41,1839
2026-05-17 21:00:00,2282.41,2290.72,2280.56,2282.48,5087
2026-05-17 22:00:00,2282.48,2299.46,2277.38,2287.29,2876
2026-05-17 23:00:00,2287.29,2295.02,2281.26,2286.45,6219
2026-05-18 00:00:00,2286.45,2296.44,2286.2,2295.45,2204
2026-05-18 01:00:00,2295.45,2299.21,2295.08,2297.55,5224
2026-05-18 02:00:00,2297.55,2306.6,2280.85,2294.74,5918
2026-05-18 03:00:00,2294.74,2306.96,2290.44,2291.23,4408
2026-05-18 04:00:00,2291.23,2294.45,2289.11,2292.85,3474
2026-05-18 05:00:00,2292.85,2295.03,2289.6,2292.14,2968
2026-05-18 06:00:00,2292.14,2300.62,2291.99,2294.53,3642
2026-05-18 07:00:00,2294.53,2303.35,2286.1,2296.12,2052
2026-05-18 08:00:00,2296.12,2296.93,2293.1,2295.59,10980
2026-05-18 09:00:00,2295.59,2295.96,2286.89,2289.22,5035
2026-05-18 10:00:00,2289.22,2289.42,2277.5,2277.85,5880
2026-05-18 11:00:00,2277.85,2278.15,2271.9,2274.52,4514
2026-05-18 12:00:00,2274.52,2288.68,2274.24,2280.96,10828
2026-05-18 13:00:00,2280.96,2283.23,2280.65,2282.59,12564
2026-05-18 14:00:00,2282.59,2282.69,2263.99,2273.26,4688
2026-05-18 15:00:00,2273.26,2274.94,2273.16,2274.58,3891
2026-05-18 16:00:00,2274.58,2281.81,2271.11,2277.48,5192
2026-05-18 17:00:00,2277.48,2277.74,2269.45,2270.88,3938
2026-05-18 18:00:00,2270.88,2272.5,2267.75,2272.05,2957
2026-05-18 19:00:00,2272.05,2276.9,2265.49,2272.27,2129
2026-05-18 20:00:00,2272.27,2273.75,2266.88,2268.56,1974
2026-05-18 21:00:00,2268.56,2270.28,2262.08,2269.75,6132
2026-05-18 22:00:00,2269.75,2274.15,2269.48,2271.62,5580
2026-05-18 23:00:00,2271.62,2279.59,2270.11,2275.19,6280
2026-05-19 00:00:00,2275.19,2281.84,2274.95,2278.67,3260
2026-05-19 01:00:00,2278.67,2278.86,2271.89,2274.18,4582
2026-05-19 02:00:00,2274.18,2277.45,2260.25,2271.14,6208
2026-05-19 03:00:00,2271.14,2273.28,2270.57,2272.86,5474
2026-05-19 04:00:00,2272.86,2276.13,2272.36,2274.57,4898
2026-05-19 05:00:00,2274.57,2278.17,2274.17,2276.28,3823
2026-05-19 06:00:00,2276.28,2291.76,2275.89,2288.97,5061
2026-05-19 07:00:00,2288.97,2294.61,2288.8,2290.88,3892
2026-05-19 08:00:00,2290.88,2311.49,2290.44,2299.48,11756
2026-05-19 09:00:00,2299.48,2309.58,2299.11,2306.73,8613
2026-05-19 10:00:00,2306.73,2313.47,2303.93,2311.7,11668
2026-05-19 11:00:00,2311.7,2319.62,2292.12,2309.32,13917
2026-05-19 12:00:00,2309.32,2315.33,2308.95,2315.12,6872
2026-05-19 13:00:00,2315.12,2316.56,2308.5,2309.25,6617
2026-05-19 14:00:00,2309.25,2312.63,2304.31,2307.47,12342
2026-05-19 15:00:00,2307.47,2310.02,2297.56,2303.81,13976
2026-05-19 16:00:00,2303.81,2307.04,2300.29,2304.44,3306
2026-05-19 17:00:00,2304.44,2330.65,2304.05,2322.09,10883
2026-05-19 18:00:00,2322.09,2322.5,2304.09,2307.88,4080
2026-05-19 19:00:00,2307.88,2314.85,2296.53,2310.19,5291
2026-05-19 20:00:00,2310.19,2317.81,2294.91,2304.86,2660
2026-05-19 21:00:00,2304.86,2307.55,2300.9,2303.32,2333
2026-05-19 22:00:00,2303.32,2317.4,2303.03,2306.96,3498
2026-05-19 23:00:00,2306.96,2309.9,2300.37,2307.2,2702
2026-05-20 00:00:00,2307.2,2307.48,2293.43,2303.65,3675
2026-05-20 01:00:00,2303.65,2304.7,2293.37,2301.31,2881
2026-05-20 02:00:00,2301.31,2305.02,2301.02,2303.59,5673
2026-05-20 03:00:00,2303.59,2310.35,2300.01,2301.2,4288
2026-05-20 04:00:00,2301.2,2307.65,2301.07,2301.94,4321
2026-05-20 05:00:00,2301.94,2305.71,2298.47,2302.12,5677
2026-05-20 06:00:00,2302.12,2302.28,2291.42,2299.99,1841
2026-05-20 07:00:00,2299.99,2308.07,2299.61,2307.13,2861
2026-05-20 08:00:00,2307.13,2314.91,2306.95,2311.97,12520
2026-05-20 09:00:00,2311.97,2312.35,2294.04,2296.63,13455
2026-05-20 10:00:00,2296.63,2299.09,2292.21,2298.05,5489
2026-05-20 11:00:00,2298.05,2298.17,2282.72,2293.07,4083
2026-05-20 12:00:00,2293.07,2304.57,2292.75,2299.53,3707
2026-05-20 13:00:00,2299.53,2299.93,2289.63,2293.56,7024
2026-05-20 14:00:00,2293.56,2293.99,2287.27,2292.71,8998
2026-05-20 15:00:00,2292.71,2302.99,2289.54,2296.54,6252
2026-05-20 16:00:00,2296.54,2305.1,2295.44,2303.11,7020
2026-05-20 17:00:00,2303.11,2303.51,2279.71,2294.05,5680
2026-05-20 18:00:00,2294.05,2294.52,2285.72,2291.54,3557
2026-05-20 19:00:00,2291.54,2292.58,2288.22,2290.0,4404
2026-05-20 20:00:00,2290.0,2301.84,2283.16,2287.88,4695
2026-05-20 21:00:00,2287.88,2300.37,2287.61,2293.73,5951
2026-05-20 22:00:00,2293.73,2295.9,2293.43,2295.1,4917
2026-05-20 23:00:00,2295.1,2295.42,2290.66,2290.96,3880
2026-05-21 00:00:00,2290.96,2311.42,2286.93,2294.02,1516
2026-05-21 01:00:00,2294.02,2301.88,2293.58,2301.07,1823
2026-05-21 02:00:00,2301.07,2307.06,2299.02,2304.52,3570
2026-05-21 03:00:00,2304.52,2304.82,2297.58,2299.51,2430
2026-05-21 04:00:00,2299.51,2299.66,2285.96,2297.94,6054
2026-05-21 05:00:00,2297.94,2304.88,2295.33,2302.16,6152
2026-05-21 06:00:00,2302.16,2307.07,2296.8,2299.85,2944
2026-05-21 07:00:00,2299.85,2304.93,2299.63,2301.34,5536
2026-05-21 08:00:00,2301.34,2310.77,2299.08,2307.24,4184
2026-05-21 09:00:00,2307.24,2307.65,2296.16,2300.23,10784
2026-05-21 10:00:00,2300.23,2300.84,2297.87,2299.79,13314
2026-05-21 11:00:00,2299.79,2300.25,2274.0,2275.4,6613
2026-05-21 12:00:00,2275.4,2275.75,2264.64,2267.76,6646
2026-05-21 13:00:00,2267.76,2272.53,2260.43,2265.89,10115
2026-05-21 14:00:00,2265.89,2266.35,2252.34,2256.62,8676
2026-05-21 15:00:00,2256.62,2274.29,2256.21,2268.8,8111
2026-05-21 16:00:00,2268.8,2269.07,2256.75,2258.16,8949
2026-05-21 17:00:00,2258.16,2258.43,2245.37,2254.91,9444
2026-05-21 18:00:00,2254.91,2258.07,2249.17,2255.9,1591
2026-05-21 19:00:00,2255.9,2265.24,2254.14,2260.62,6447
2026-05-21 20:00:00,2260.62,2260.73,2248.52,2255.97,6440
2026-05-21 21:00:00,2255.97,2271.59,2252.58,2259.78,6262
2026-05-21 22:00:00,2259.78,2264.94,2254.13,2259.84,3253
2026-05-21 23:00:00,2259.84,2260.05,2254.5,2256.68,6392
2026-05-22 00:00:00,2256.68,2260.23,2253.89,2258.21,1587
2026-05-22 01:00:00,2258.21,2262.07,2252.88,2258.88,3141
2026-05-22 02:00:00,2258.88,2260.83,2251.8,2256.96,4462
2026-05-22 03:00:00,2256.96,2267.71,2252.69,2257.21,3642
2026-05-22 04:00:00,2257.21,2264.32,2254.59,2255.99,2050
2026-05-22 05:00:00,2255.99,2261.5,2254.49,2256.39,3946
2026-05-22 06:00:00,2256.39,2265.06,2251.32,2258.57,3451
2026-05-22 07:00:00,2258.57,2265.51,2257.9,2263.76,3790
2026-05-22 08:00:00,2263.76,2264.13,2253.71,2254.57,11741
2026-05-22 09:00:00,2254.57,2279.04,2254.17,2270.47,4670
2026-05-22 10:00:00,2270.47,2270.8,2247.89,2255.95,11565
2026-05-22 11:00:00,2255.95,2256.12,2251.92,2254.84,13851
2026-05-22 12:00:00,2254.84,2259.96,2254.51,2259.23,10542
2026-05-22 13:00:00,2259.23,2262.19,2258.8,2261.34,11730
2026-05-22 14:00:00,2261.34,2262.44,2255.87,2256.72,9044
2026-05-22 15:00:00,2256.72,2262.25,2249.06,2255.2,3654
2026-05-22 16:00:00,2255.2,2255.64,2246.28,2251.56,7682
2026-05-22 17:00:00,2251.56,2252.43,2245.1,2247.21,7880
2026-05-22 18:00:00,2247.21,2253.8,2246.83,2253.52,4513
2026-05-22 19:00:00,2253.52,2258.66,2253.09,2254.71,1536
2026-05-22 20:00:00,2254.71,2255.11,2251.61,2252.49,2345
2026-05-22 21:00:00,2252.49,2255.71,2249.42,2255.43,4376
2026-05-22 22:00:00,2255.43,2262.05,2247.96,2256.46,4846
2026-05-22 23:00:00,2256.46,2259.46,2255.17,2259.13,5554
2026-05-23 00:00:00,2259.13,2269.49,2251.81,2261.21,5700
2026-05-23 01:00:00,2261.21,2261.32,2257.02,2258.54,1835
2026-05-23 02:00:00,2258.54,2262.73,2252.95,2256.74,4597
2026-05-23 03:00:00,2256.74,2263.62,2253.01,2259.2,3843
2026-05-23 04:00:00,2259.2,2267.19,2255.65,2261.22,3060
2026-05-23 05:00:00,2261.22,2265.89,2260.09,2261.17,6481
2026-05-23 06:00:00,2261.17,2271.48,2255.4,2261.58,5664
2026-05-23 07:00:00,2261.58,2279.98,2259.24,2265.78,5746
2026-05-23 08:00:00,2265.78,2265.93,2252.56,2261.39,4754
2026-05-23 09:00:00,2261.39,2268.99,2261.09,2265.48,13974
2026-05-23 10:00:00,2265.48,2271.94,2260.41,2263.99,11525
2026-05-23 11:00:00,2263.99,2266.18,2260.98,2262.39,10302
2026-05-23 12:00:00,2262.39,2271.01,2261.99,2270.6,6567
2026-05-23 13:00:00,2270.6,2277.71,2270.23,2276.8,8599
2026-05-23 14:00:00,2276.8,2293.23,2276.52,2282.92,12755
2026-05-23 15:00:00,2282.92,2294.54,2282.76,2292.77,8874
2026-05-23 16:00:00,2292.77,2294.64,2287.75,2292.95,3306
2026-05-23 17:00:00,2292.95,2304.35,2290.54,2298.12,10113
2026-05-23 18:00:00,2298.12,2298.23,2295.04,2295.79,4348
2026-05-23 19:00:00,2295.79,2302.4,2287.45,2296.89,1526
2026-05-23 20:00:00,2296.89,2297.36,2291.06,2296.49,2464
2026-05-23 21:00:00,2296.49,2301.4,2290.22,2296.84,4596
2026-05-23 22:00:00,2296.84,2309.54,2296.28,2298.83,1571
2026-05-23 23:00:00,2298.83,2304.03,2288.99,2296.16,4447
2026-05-24 00:00:00,2296.16,2306.34,2294.28,2303.11,3815
2026-05-24 01:00:00,2303.11,2309.99,2283.75,2299.81,5397
2026-05-24 02:00:00,2299.81,2300.06,2295.08,2295.82,5990
2026-05-24 03:00:00,2295.82,2300.03,2295.68,2299.68,6464
2026-05-24 04:00:00,2299.68,2309.51,2299.52,2302.33,3911
2026-05-24 05:00:00,2302.33,2305.95,2302.09,2304.43,1616
2026-05-24 06:00:00,2304.43,2313.14,2304.07,2306.54,3711
2026-05-24 07:00:00,2306.54,2317.01,2306.06,2306.53,4424
2026-05-24 08:00:00,2306.53,2306.87,2294.27,2299.74,9541
2026-05-24 09:00:00,2299.74,2301.51,2294.4,2300.34,4567
2026-05-24 10:00:00,2300.34,2300.7,2286.05,2295.23,4996
2026-05-24 11:00:00,2295.23,2303.35,2295.11,2302.63,3737
2026-05-24 12:00:00,2302.63,2305.46,2293.97,2301.53,7161
2026-05-24 13:00:00,2301.53,2301.98,2286.11,2295.31,3693
2026-05-24 14:00:00,2295.31,2295.43,2290.13,2292.9,8591
2026-05-24 15:00:00,2292.9,2296.55,2291.45,2296.03,10610
2026-05-24 16:00:00,2296.03,2296.44,2289.59,2291.79,13745
2026-05-24 17:00:00,2291.79,2292.26,2273.24,2285.62,13800
2026-05-24 18:00:00,2285.62,2303.38,2282.04,2287.47,3801
2026-05-24 19:00:00,2287.47,2294.52,2286.62,2288.3,4488
2026-05-24 20:00:00,2288.3,2288.43,2285.15,2286.66,3102
2026-05-24 21:00:00,2286.66,2289.01,2278.54,2285.14,2619
2026-05-24 22:00:00,2285.14,2298.49,2279.95,2285.93,3714
2026-05-24 23:00:00,2285.93,2286.11,2280.23,2281.2,3411
2026-05-25 00:00:00,2281.2,2281.55,2274.98,2276.6,4401
2026-05-25 01:00:00,2276.6,2277.05,2271.39,2274.28,2585
2026-05-25 02:00:00,2274.28,2276.33,2271.04,2273.61,1673
2026-05-25 03:00:00,2273.61,2276.82,2269.78,2274.65,5032
2026-05-25 04:00:00,2274.65,2281.52,2274.51,2279.52,6219
2026-05-25 05:00:00,2279.52,2283.54,2279.31,2282.36,2738
2026-05-25 06:00:00,2282.36,2283.48,2280.65,2281.87,4810
2026-05-25 07:00:00,2281.87,2286.18,2277.6,2281.83,6334
2026-05-25 08:00:00,2281.83,2289.42,2267.88,2274.33,11688
2026-05-25 09:00:00,2274.33,2276.97,2272.01,2274.21,11695
2026-05-25 10:00:00,2274.21,2281.4,2270.67,2272.07,13794
2026-05-25 11:00:00,2272.07,2277.09,2271.92,2274.5,7640
2026-05-25 12:00:00,2274.5,2274.88,2266.17,2268.33,11620
2026-05-25 13:00:00,2268.33,2274.7,2268.15,2272.23,8236
2026-05-25 14:00:00,2272.23,2291.03,2271.86,2283.74,6945
2026-05-25 15:00:00,2283.74,2293.08,2268.39,2282.94,4206
2026-05-25 16:00:00,2282.94,2287.03,2282.43,2285.98,10802
2026-05-25 17:00:00,2285.98,2291.86,2285.67,2291.2,12302
2026-05-25 18:00:00,2291.2,2291.48,2286.94,2288.19,2882
2026-05-25 19:00:00,2288.19,2289.59,2287.51,2288.96,2623
2026-05-25 20:00:00,2288.96,2289.29,2288.42,2289.03,5829
2026-05-25 21:00:00,2289.03,2297.83,2286.64,2289.38,5512
2026-05-25 22:00:00,2289.38,2289.55,2277.64,2286.86,3743
2026-05-25 23:00:00,2286.86,2290.43,2278.39,2286.97,4089
2026-05-26 00:00:00,2286.97,2291.17,2283.61,2288.64,3278
2026-05-26 01:00:00,2288.64,2298.32,2288.42,2293.45,2629
2026-05-26 02:00:00,2293.45,2304.93,2293.32,2296.65,2144
2026-05-26 03:00:00,2296.65,2308.35,2293.32,2303.81,5022
2026-05-26 04:00:00,2303.81,2304.22,2294.79,2301.3,3057
2026-05-26 05:00:00,2301.3,2305.7,2300.79,2304.22,6001
2026-05-26 06:00:00,2304.22,2309.71,2297.52,2304.85,4273
2026-05-26 07:00:00,2304.85,2312.47,2304.53,2312.16,4285
2026-05-26 08:00:00,2312.16,2315.67,2300.39,2306.04,7053
2026-05-26 09:00:00,2306.04,2307.18,2291.06,2299.69,9022
2026-05-26 10:00:00,2299.69,2299.89,2292.8,2295.17,11314
2026-05-26 11:00:00,2295.17,2295.6,2278.15,2279.2,4122
2026-05-26 12:00:00,2279.2,2279.38,2274.14,2275.28,6846
2026-05-26 13:00:00,2275.28,2275.63,2258.46,2269.62,4298
2026-05-26 14:00:00,2269.62,2277.09,2268.66,2270.76,12753
2026-05-26 15:00:00,2270.76,2273.91,2267.56,2273.33,6545
