datetime,open,high,low,close,volume,sma_20,ema_50,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,atr_14,return_1,return_3,return_5,volatility_10,volatility_20,hour,day_of_week,month,is_london_ny_overlap,future_close_1,future_return_1,trend_direction
2026-05-11 18:00:00,2297.39,2297.84,2292.38,2295.21,6493,2319.4495,2320.392077776893,34.781053204502086,-8.134152019132216,-4.995635246109657,-3.138516773022559,2349.409040770144,2289.489959229856,0.02583332016510188,10.85499999999992,-0.000948902885448244,-0.001674597444172754,-0.005071719312847001,0.0026786188952852776,0.002154840470879939,18,0,5,0,2293.25,-0.0008539523616575548,0
2026-05-11 19:00:00,2295.21,2299.78,2289.35,2293.25,2766,2316.9800000000005,2319.3276825699563,33.5705683959646,-8.762410643307703,-5.748990325549267,-3.0134203177584364,2347.03301561189,2286.926984388111,0.02594154080906011,11.27071428571425,-0.0008539523616575284,-0.00376642107458125,-0.006291788176464697,0.001837675890645673,0.002153344004147217,19,0,5,0,2299.4,0.0026817834950398304,1
2026-05-11 20:00:00,2293.25,2303.75,2292.99,2299.4,1978,2314.8954999999996,2318.5462048221148,40.56082495566168,-8.66418123896301,-6.332028508232016,-2.3321527307309946,2343.6631144484154,2286.127885551584,0.02485435256011732,11.70142857142855,0.002681783495039891,0.0008749058714454527,0.00014788652753749965,0.0022282261024918286,0.0023101833091278157,20,0,5,0,2299.38,-8.697921196826046e-06,0
2026-05-11 21:00:00,2299.4,2300.76,2295.36,2299.38,5796,2312.7675000000004,2317.794588946738,40.54588260571423,-8.490079212892852,-6.763638649164183,-1.7264405637286684,2339.3232700143067,2286.211729985694,0.022964496011211796,11.733571428571427,-8.697921196842984e-06,0.001816827218424466,-0.0011034267046639012,0.002215560422460108,0.002301000831412495,21,0,5,0,2295.91,-0.0015091024537050223,0
2026-05-11 22:00:00,2299.38,2301.76,2294.34,2295.91,5477,2310.787,2316.936369772356,37.934724222004675,-8.533730568959072,-7.117657033123161,-1.4160735358359116,2336.076039939324,2285.4979600606757,0.021887815657023336,10.738571428571438,-0.001509102453705058,0.0011599258693992809,-0.0006442092983777181,0.001819488161851312,0.0022657264125981727,22,0,5,0,2298.66,0.0011977821430282547,1
2026-05-11 23:00:00,2295.91,2304.7,2295.45,2298.66,5044,2309.232,2316.2196493891265,41.16831915552877,-8.25130663916525,-7.344386954331579,-0.9069196848336709,2333.4090779654507,2285.0549220345492,0.020939496737832915,10.30357142857146,0.0011977821430282365,-0.00032182308428296835,0.0015031304325092698,0.001857885369636533,0.002276477976776888,23,0,5,0,2294.65,-0.0017444946186037796,0
2026-05-12 00:00:00,2298.66,2298.78,2294.05,2294.65,5774,2307.5695000000005,2315.3737807856314,38.05485838129321,-8.255888384891932,-7.526687240443651,-0.7292011444482815,2330.899557842781,2284.23944215722,0.02022045952919697,10.1114285714286,-0.0017444946186038202,-0.0020570762553383526,0.0006104872996839372,0.0018859540200873671,0.002289097675159774,0,1,5,0,2295.37,0.0003137733423397032,1
2026-05-12 01:00:00,2294.65,2302.87,2293.63,2295.37,6048,2306.1115,2314.5893187940383,38.947660840969405,-8.107957976159923,-7.642941387586906,-0.4650165885730173,2328.6084661346435,2283.6145338653564,0.019510735829245545,10.10428571428575,0.0003137733423397293,-0.0002352008571764319,-0.0017526311211620849,0.001521733581256501,0.0022933698774010255,1,1,5,0,2288.93,-0.0028056478911896794,0
2026-05-12 02:00:00,2295.37,2295.82,2282.47,2288.93,1985,2304.2774999999997,2313.5830709981938,34.19968703767326,-8.41339189551627,-7.797031489172779,-0.6163604063434907,2326.050396599119,2282.5046034008806,0.018897807750254195,10.122857142857194,-0.0028056478911896443,-0.004232900907485293,-0.004544703354817492,0.0016408948308276263,0.0023276571059647074,2,1,5,0,2284.58,-0.001900451302573652,0
2026-05-12 03:00:00,2288.93,2289.4,2282.68,2284.58,5588,2302.3765,2312.4456956649315,31.41396509882452,-8.903821411872286,-8.01838947371268,-0.8854319381596056,2324.052496207305,2280.7005037926947,0.018829236840546472,9.872857142857226,-0.001900451302573658,-0.004388468829669034,-0.004934862429276432,0.0016346098376566164,0.0023384628415661765,3,1,5,0,2285.26,0.0002976477076750611,1
2026-05-12 04:00:00,2284.58,2286.19,2284.01,2285.26,6173,2301.047,2311.3795899525812,32.34173615795544,-9.132347996916451,-8.241181178353436,-0.8911668185630148,2323.5234570161792,2278.570542983821,0.01953585217179678,8.247142857142958,0.00029764770767504167,-0.004404518661479284,-0.005829483264162438,0.0016489377740089028,0.0021698194636123923,4,1,5,0,2287.72,0.0010764639472093248,1
2026-05-12 05:00:00,2285.26,2291.79,2281.28,2287.72,1837,2299.2805,2310.4517628956173,35.728866890257024,-9.011081384094268,-8.395161219501603,-0.6159201645926657,2319.9570786389017,2278.603921361098,0.01798525985750847,8.246428571428655,0.001076463947209394,-0.0005286312818653105,-0.0030200684200205608,0.0017062016575838525,0.0018077592091507372,5,1,5,0,2288.31,0.0002578986938961698,1
2026-05-12 06:00:00,2287.72,2288.59,2280.55,2288.31,2360,2297.629,2309.583458468338,36.54931107252696,-8.76631601639474,-8.46939217888023,-0.2969238375145089,2316.038983447208,2279.219016552792,0.016025201150583757,8.52571428571436,0.0002578986938961414,0.001632685220040564,-0.0030757568496582177,0.0013873724974206247,0.001822184915079608,6,1,5,0,2287.96,-0.00015295130467458913,0
2026-05-12 07:00:00,2288.31,2297.51,2275.27,2287.96,3503,2295.9335,2308.735479704874,36.25365581471969,-8.502567468865436,-8.476027236877272,-0.026540231988164464,2310.859807788958,2281.0071922110424,0.013002386862648312,8.980714285714352,-0.00015295130467463114,0.0011814848201079364,-0.0004237787962060313,0.0013826407905152163,0.0018137747776922238,7,1,5,0,2285.71,-0.0009834088008531618,0
2026-05-12 08:00:00,2287.96,2295.2,2272.07,2285.71,6536,2294.6675,2307.832519716447,34.3310399245598,-8.378518692665239,-8.456525528034867,0.07800683536962794,2308.454108109251,2280.880891890749,0.012016214209030736,10.242857142857181,-0.000983408800853125,-0.0008786040249679772,0.0004946204554010514,0.0013494760389955135,0.0015628223265226982,8,1,5,0,2274.63,-0.00484750908907951,0
2026-05-12 09:00:00,2285.71,2286.12,2270.72,2274.63,7792,2293.0535,2306.5304601197236,26.7950918712923,-9.069722429914236,-8.57916490841074,-0.4905575215034954,2308.287519098548,2277.819480901452,0.013287103068940318,10.597857142857167,-0.004847509089079494,-0.005978210994139754,-0.004651549495462315,0.001808208533701353,0.0018193127086551977,9,1,5,0,2269.26,-0.0023608235185502216,0
2026-05-12 10:00:00,2274.63,2276.79,2268.82,2269.26,10841,2291.1279999999997,2305.068873448362,24.040748213892726,-9.936281227703148,-8.850588172269223,-1.085693055433925,2308.1590065221662,2274.096993477833,0.01486691841063947,10.398571428571424,-0.00236082351855027,-0.00817321981153507,-0.008069169303935642,0.0018446893070330527,0.0018368569487170873,10,1,5,0,2265.84,-0.0015070992305862142,0
2026-05-12 11:00:00,2269.26,2269.56,2265.21,2265.84,10164,2289.467,2303.530486254309,22.457459880286294,-10.774795599444133,-9.235429657704206,-1.539365941739927,2309.4625259206227,2269.4714740793775,0.017467406973432475,10.32357142857141,-0.0015070992305862285,-0.00869314129963994,-0.009819473760111053,0.0017771101218511474,0.0017119200956119062,11,1,5,0,2273.76,0.0034953924372418494,1
2026-05-12 12:00:00,2265.84,2276.45,2265.6,2273.76,6641,2288.059,2302.3630162051204,33.39679482714615,-10.677166738563756,-9.523777073876117,-1.153389664687639,2308.32633633474,2267.7916636652603,0.01771574625893736,10.5685714285714,0.00349539243724184,-0.00038247978792149695,-0.00620640220982871,0.0022382577542877555,0.001910758592383369,12,1,5,1,2276.35,0.001139082400956869,1
2026-05-12 13:00:00,2273.76,2279.02,2272.96,2276.35,4842,2287.007,2301.342897922567,36.54923618777039,-10.27239008985589,-9.673499677072073,-0.5988904127838168,2307.418722225494,2266.595277774506,0.01785016156530622,10.340714285714252,0.0011390824009569478,0.0031243665335833892,-0.004095007678139417,0.0022577614821569876,0.0019211215140036363,13,1,5,1,2263.19,-0.005781184791442377,0
2026-05-12 14:00:00,2276.35,2276.66,2261.21,2263.19,12953,2285.406,2299.8467058471724,29.030467477653858,-10.887993683149034,-9.916398478287466,-0.9715952048615684,2308.01353800698,2262.79846199302,0.01978426415873515,11.106428571428523,-0.005781184791442406,-0.0011695441867034528,-0.005029389395198369,0.00281181573060755,0.0022600612261480272,14,1,5,1,2265.63,0.001078124240563123,1
2026-05-12 15:00:00,2263.19,2271.13,2260.95,2265.63,12177,2284.025,2298.5048742453228,31.830587156486487,-11.05158061597831,-10.143434905825634,-0.9081457101526755,2307.9509704747397,2260.0990295252604,0.02095070804806304,11.173571428571417,0.001078124240563083,-0.003575575258602526,-0.0015996404114116958,0.00281194980514815,0.002294159254934905,15,1,5,1,2262.77,-0.001262342041727964,0
2026-05-12 16:00:00,2265.63,2267.06,2260.84,2262.77,11536,2282.1935000000003,2297.103506627859,30.320500383180274,-11.281951225847479,-10.371138169830004,-0.9108130560174743,2306.7632454306417,2257.623754569359,0.021531693461260278,10.664285714285663,-0.0012623420417279263,-0.005965690689041625,-0.001354905906860271,0.0027793200415337544,0.0021626730557660697,16,1,5,1,2257.76,-0.0022141004167457426,0
2026-05-12 17:00:00,2262.77,2263.12,2257.39,2257.76,5880,2280.1125,2295.560624015002,27.829788273894167,-11.733529894824187,-10.643616514828842,-1.0899133799953447,2305.5867502601354,2254.638249739865,0.022344731025450832,10.59357142857136,-0.0022141004167457456,-0.0023992682894498074,-0.007036802476954485,0.0027762032720921466,0.0021763635354203116,17,1,5,0,2262.32,0.002019700942527082,1
2026-05-12 18:00:00,2257.76,2271.2,2257.52,2262.32,3105,2278.433,2294.2570701320606,33.20783405840915,-11.589854722144082,-10.83286415629189,-0.7569905658521918,2303.951003634177,2252.914996365823,0.022399608532860986,11.414999999999932,0.002019700942527125,-0.0014609622930487065,-0.006163375579326447,0.0029726630780264203,0.002266469288903864,18,1,5,0,2265.71,0.001498461756073355,1
2026-05-12 19:00:00,2262.32,2269.02,2261.98,2265.71,3379,2276.7855,2293.1375771857056,36.96832790890721,-11.074783236743315,-10.881247972382175,-0.19353526436113988,2301.027735848774,2252.543264151226,0.021295142514543203,11.167142857142803,0.001498461756073377,0.0012992924601262779,0.0011134725763193298,0.0027334949615259742,0.002280910312762143,19,1,5,0,2268.78,0.0013549836475101242,1
2026-05-12 20:00:00,2265.71,2274.33,2265.5,2268.78,4893,2275.4919999999997,2292.182378080384,40.24917953051837,-10.300128560298162,-10.765024089965372,0.46489552966720993,2298.4473035724964,2252.536696427503,0.02017612329333228,11.223571428571372,0.0013549836475101884,0.004880943944440608,0.0013903417592457945,0.0026879190515428923,0.002312653871744519,20,1,5,0,2266.07,-0.0011944745634217668,0
2026-05-12 21:00:00,2268.78,2269.05,2263.82,2266.07,3624,2274.027,2291.158363253702,38.35148816761768,-9.792007334476239,-10.570420738867547,0.7784134043913085,2295.320478220738,2252.733521779262,0.018727550922427144,10.008571428571356,-0.0011944745634218101,0.0016575904381344042,0.0014583894960602528,0.0026704352163185834,0.0023071018564619497,21,1,5,0,2265.09,-0.0004324667816969547,0
2026-05-12 22:00:00,2266.07,2273.59,2258.26,2265.09,6491,2272.835,2290.1360744986555,37.659991275661355,-9.360493469977428,-10.328435285089524,0.9679418151120966,2293.267488577603,2252.402511422397,0.017979737708722614,9.451428571428519,-0.00043246678169694963,-0.00027364490601178293,0.0032465806817376652,0.002373755961478154,0.0022501609077718874,22,1,5,0,2266.2,0.0004900467531090034,1
2026-05-12 23:00:00,2265.09,2271.83,2262.4,2266.2,6142,2271.916,2289.1974049104733,39.00154610015679,-8.827193508105665,-10.028186929692755,1.2009934215870892,2291.7694010343766,2252.0625989656237,0.017477231582836338,9.02499999999993,0.0004900467531090413,-0.0011371750456193874,0.0017150535733228,0.0023361994878139058,0.0022364755879294984,23,1,5,0,2269.41,0.0014164680963727988,1
2026-05-13 00:00:00,2266.2,2270.03,2265.45,2269.41,2946,2271.1235,2288.4214282473176,42.83291815651745,-8.052702728768509,-9.633090089507906,1.5803873607393975,2289.9741867388575,2252.272813261143,0.016600318510954174,8.782857142857113,0.0014164680963728582,0.0014739173988445042,0.0016330421810379914,0.0014499161674378096,0.0022686431053467048,0,2,5,0,2267.87,-0.0006785904706509461,0
2026-05-13 01:00:00,2269.41,2269.81,2265.15,2267.87,4806,2270.131,2287.615489884678,41.486611970342445,-7.476988269416324,-9.20186972548959,1.7248814560732662,2287.3193998826687,2252.942600117331,0.015143090757906097,8.804999999999966,-0.0006785904706509971,0.0012273243005795909,-0.0004010966246177361,0.001448277908344563,0.0022445617587947713,1,2,5,0,2267.29,-0.00025574658159415104,0
2026-05-13 02:00:00,2267.87,2269.38,2266.94,2267.29,4901,2269.08,2286.818411849985,40.96437873542694,-6.986989895058741,-8.75889375940342,1.7719038643446794,2284.0103533994275,2254.1496466005724,0.0131598298864975,8.20428571428569,-0.00025574658159410735,0.0004809813785191519,0.0005383770139490984,0.0013762792883029137,0.0022391696339980473,2,2,5,0,2263.71,-0.001578977545880733,0
2026-05-13 03:00:00,2267.29,2268.13,2259.85,2263.71,5283,2267.8675,2285.912199620574,37.80134713309989,-6.8090482639231595,-8.36892466030737,1.55987639638421,2280.022878060335,2255.7121219396645,0.010719654530376944,8.362857142857138,-0.0015789775458807664,-0.0025116660277340053,-0.0006092473146762645,0.001262418328602609,0.002251583788155865,3,2,5,0,2259.84,-0.0017095829412777657,0
2026-05-13 04:00:00,2263.71,2264.07,2255.56,2259.84,3872,2266.574,2284.8897604197673,34.68364570916545,-6.900757262162642,-8.075291180678423,1.174533918515781,2275.91492162703,2257.2330783729703,0.008242326636614835,7.8671428571428805,-0.0017095829412777652,-0.003540767327933181,-0.002806460153560897,0.0012366911376227013,0.002265090997883459,4,2,5,0,2262.52,0.001185924667233006,1
2026-05-13 05:00:00,2259.84,2267.6,2251.56,2262.52,1650,2265.9685,2284.0125149131095,38.46836941616514,-6.680178759219871,-7.796268696386713,1.1160899371668425,2274.657925576085,2257.279074423915,0.007669502533759408,8.285714285714286,0.001185924667232996,-0.0021038332105729474,-0.0030360313914188364,0.0011947933791006573,0.0020571611679199905,5,2,5,0,2266.97,0.00196683344235623,1
2026-05-13 06:00:00,2262.52,2277.89,2262.08,2266.97,3159,2265.8540000000003,2283.3441809949486,44.24537809314838,-6.076247695555594,-7.45226449622049,1.376016800664896,2274.4202849529393,2257.2877150470613,0.007561197634921408,8.970714285714296,0.001966833442356153,0.0014401137954949128,-0.0003968481438531013,0.0012916144768226518,0.002052691338118089,6,2,5,0,2266.76,-9.26346621259133e-05,0
2026-05-13 07:00:00,2266.97,2268.87,2264.56,2266.76,2378,2265.9,2282.693820955931,44.03526689655124,-5.5505894810544305,-7.0719294931872785,1.521340012132848,2274.4758436749426,2257.3241563250576,0.007569481155339673,8.86928571428572,-9.263466212594551e-05,0.003062163693004827,-0.00023375924561908068,0.001231486617784953,0.002023956904008078,7,2,5,0,2274.28,0.003317510455451826,1
2026-05-13 08:00:00,2266.76,2277.56,2266.3,2274.28,8401,2265.9260000000004,2282.3638671929534,52.69781596889406,-4.475608378740617,-6.552665270297947,2.07705689155733,2274.604715403379,2257.2472845966217,0.007660193142563581,8.696428571428571,0.003317510455451922,0.005197744108339508,0.004669326017908704,0.0015926286698450627,0.002008220853737117,8,2,5,0,2277.0,0.0011959829044795715,1
2026-05-13 09:00:00,2274.28,2277.77,2274.01,2277.0,9642,2265.9584999999997,2282.153519459897,55.38763034137652,-3.3654025763157733,-5.915212731501512,2.549810155185739,2274.80482608846,2257.1121739115397,0.007808021275287836,8.462142857142842,0.0011959829044796422,0.004424407910117889,0.007593457943925186,0.001612285906975827,0.002009939171802013,9,2,5,0,2272.19,-0.002112428634167741,0
2026-05-13 10:00:00,2277.0,2277.18,2269.37,2272.19,12089,2266.4085000000005,2281.7627932065675,49.975602627144994,-2.8409347530337072,-5.3003571358079515,2.4594223827742443,2275.571814213135,2257.245185786866,0.00808619824107977,8.389285714285702,-0.002112428634167718,0.0023954895974871437,0.004273995367996886,0.0017629028033400865,0.001572890037104376,10,2,5,0,2274.91,0.001197082990418847,1
2026-05-13 11:00:00,2272.19,2280.03,2271.75,2274.91,8613,2266.8725,2281.4940562180745,52.78513774450879,-2.1806715324792094,-4.676420015142203,2.495748482662994,2276.7794733548067,2256.965526645193,0.008740653349322723,8.607142857142858,0.001197082990418874,0.0002770107462579663,0.0035024724632439774,0.001767817814779437,0.0015766074501953335,11,2,5,0,2286.48,0.005085915486766582,1
2026-05-13 12:00:00,2274.91,2288.26,2274.68,2286.48,6633,2268.058,2281.6895834252086,62.44674401736535,-0.7155573678560359,-3.8842474856849702,3.1686901178289344,2281.0820176516195,2255.0339823483805,0.011484730682918085,8.48214285714289,0.005085915486766623,0.004163372859025127,0.008699641779456035,0.0023033228248182207,0.0018761096121915244,12,2,5,1,2286.23,-0.00010933837164549876,0
2026-05-13 13:00:00,2286.48,2286.99,2285.18,2286.23,10751,2269.4815,2281.8676389771613,62.150800610531846,0.4205355801282167,-3.0232908725223333,3.44382645265055,2283.913661854335,2255.049338145665,0.012718466182107499,7.937857142857183,-0.00010933837164550653,0.006179060729956554,0.005254410186960268,0.002174731689360774,0.0017705575909260111,13,2,5,1,2298.05,0.0051700834999104045,1
2026-05-13 14:00:00,2286.23,2302.07,2286.04,2298.05,4595,2271.268,2282.5022413702136,69.50846957061002,2.248750447294242,-1.9688826085590183,4.21763305585326,2290.1326431746143,2252.403356825386,0.01661155193892874,8.755714285714314,0.005170083499910438,0.010171830973533247,0.009244620114185365,0.0023089855117846814,0.002023006927587686,14,2,5,1,2278.34,-0.008576836883444674,0
2026-05-13 15:00:00,2298.05,2298.34,2278.04,2278.34,4591,2271.8995,2282.3390162184405,51.52248614947951,2.0831780446774246,-1.1584704779117296,3.2416485225891543,2290.8262346142474,2252.9727653857526,0.016661594946648428,9.872857142857194,-0.008576836883444683,-0.0035600573807773594,0.0027066398496604638,0.00399193349850166,0.002900391353527558,15,2,5,1,2284.53,0.0027168903675483264,1
2026-05-13 16:00:00,2278.34,2285.14,2278.07,2284.53,9061,2272.6870000000004,2282.4249371510505,55.423612698119705,2.423505329867112,-0.44207531635596137,2.8655806462230733,2292.3630405730387,2253.010959426962,0.017315222530016203,10.203571428571454,0.002716890367548297,-0.0007435822292594096,0.0042287387193340464,0.004025201067976632,0.0029425894539990573,16,2,5,1,2285.2,0.0002932769541216872,1
2026-05-13 17:00:00,2284.53,2287.78,2282.09,2285.2,5929,2273.6435,2282.533763145127,55.837868465422176,2.7159725153592262,0.18953424998707613,2.52643826537215,2293.8187263667014,2253.468273633299,0.01774704465911247,10.018571428571445,0.00029327695412173505,-0.005591697308587884,-0.0005598124628249934,0.004017756532049346,0.0029202083527821382,17,2,5,0,2282.97,-0.0009758445650271391,0
2026-05-13 18:00:00,2285.2,2286.72,2275.59,2282.97,5853,2274.5375,2282.550870472769,54.03785184413845,2.736270481025258,0.6988814961947125,2.0373889848305455,2294.7014353667373,2254.3735646332625,0.01773014106536957,10.205714285714262,-0.0009758445650270842,0.0020321813249997156,-0.0014259282749330415,0.003949778416374056,0.002931108085820592,18,2,5,0,2283.3,0.0001445485486013316,1
2026-05-13 19:00:00,2282.97,2289.13,2281.63,2283.3,3826,2275.3925,2282.580248101288,54.27276986828949,2.7473156623191244,1.108568329419595,1.6387473328995295,2295.518013396532,2255.266986603468,0.01768970706946694,9.595714285714264,0.00014454854860135313,-0.0005384039605520474,-0.006418485237484006,0.003939876374547742,0.002931550799383273,19,2,5,0,2276.8,-0.002846756886961853,0
2026-05-13 20:00:00,2283.3,2283.69,2266.16,2276.8,4105,2275.7619999999997,2282.353571705159,48.964186249131664,2.206142335272034,1.3280831305900829,0.8780592046819511,2295.695481593072,2255.8285184069273,0.0175180722703618,9.718571428571424,-0.0028467568869618987,-0.003675827061088599,-0.0006759307214901922,0.003995935442742326,0.0030062652127597206,20,2,5,0,2276.11,-0.0003030569219958075,0
2026-05-13 21:00:00,2276.8,2279.2,2275.12,2276.11,4038,2276.174,2282.1087257559375,48.42272630904514,1.7019621806311989,1.402858940598306,0.2991032400328928,2295.758231465788,2256.589768534212,0.017208026684943346,9.702142857142851,-0.0003030569219958368,-0.003004857707284647,-0.003685659632397087,0.003982894808181131,0.0030018762554266188,21,2,5,0,2277.31,0.0005272152927581786,1
2026-05-13 22:00:00,2276.11,2279.22,2270.64,2277.31,2065,2276.675,2281.9205404321756,49.46927669706556,1.3832801542816924,1.3989431833349832,-0.015663029053290867,2295.8098131342986,2257.540186865702,0.016809437565131202,9.510714285714291,0.0005272152927582319,-0.002623395961984909,-0.0034526518466654332,0.003584694754582246,0.003000922284177297,22,2,5,0,2282.19,0.00214287909858566,1
2026-05-13 23:00:00,2277.31,2292.94,2276.63,2282.19,3256,2277.599,2281.9311074740513,53.5931656675631,1.5071243768934437,1.4205794220466754,0.08654495484676827,2295.8626745020297,2259.3353254979706,0.016037655884138264,10.407142857142876,0.0021428790985855706,0.002367357695010508,-0.0003416602057844109,0.0036743363821236997,0.0029985788867881668,23,2,5,0,2280.51,-0.0007361350281965288,0
2026-05-14 00:00:00,2282.19,2294.04,2263.43,2280.51,5575,2278.6325,2281.875377769187,52.01922108429183,1.4529610256417982,1.4270557427657,0.025905282876098168,2294.8944865103704,2262.37051348963,0.014273461394384124,12.035714285714318,-0.0007361350281965828,0.0019331227401135909,-0.001221915648403571,0.003158998202239141,0.0029701136394926038,0,3,5,0,2277.88,-0.0011532508079333608,0
2026-05-14 01:00:00,2280.51,2280.67,2273.05,2277.88,2860,2279.4005,2281.7186962880423,49.5651475069185,1.1841668213774028,1.3784779584880407,-0.19431113711063785,2293.803022403359,2264.9979775966412,0.012637114367008616,11.988571428571438,-0.0011532508079333814,0.0002502953045480094,0.00047434996486295233,0.0016115792777693344,0.0029860189209888885,1,3,5,0,2276.27,-0.0007067975485978749,0
2026-05-14 02:00:00,2277.88,2284.65,2274.11,2276.27,4068,2279.8655000000003,2281.5050219238055,48.07010474772,0.8316452445733375,1.2691114157051002,-0.43746617113176267,2293.1340881135347,2266.596911886466,0.01163979902633188,11.771428571428553,-0.0007067975485979261,-0.0025939996231689744,7.029537236769023e-05,0.0012991593518454218,0.0029692772441773977,2,3,5,0,2279.3,0.0013311250422841756,1
2026-05-14 03:00:00,2276.27,2281.73,2270.82,2279.3,3873,2280.4925,2281.4185504758134,51.06186028331884,0.7876850890193055,1.1728261503679414,-0.3851410613486359,2292.252972376849,2268.7320276231508,0.010313975930066466,12.421428571428546,0.0013311250422842758,-0.0005305830713305815,0.0008738379930708362,0.001395176022903051,0.00297871932517742,3,3,5,0,2280.41,0.0004869916202341388,1
2026-05-14 04:00:00,2279.3,2281.55,2277.07,2280.41,2695,2280.799,2281.378999476762,52.14943905884761,0.8328139120008018,1.1048237026945136,-0.2720097906937118,2292.1915107440345,2269.4064892559654,0.009989929620307666,11.596428571428532,0.000486991620234134,0.0011106818620820746,-0.0007799525893988912,0.0013881730301120816,0.0028928130178236555,4,3,5,0,2278.69,-0.0007542503321770208,0
2026-05-14 05:00:00,2280.41,2288.04,2273.61,2278.69,3631,2280.8835,2281.273548516889,50.28461216625106,0.7214725179042034,1.0281534657364515,-0.3066809478322481,2292.1820500234276,2269.5849499765723,0.009907169764196335,11.177142857142794,-0.00075425033217702,0.0010631427730454224,-0.0007980670990261896,0.001398821696661015,0.0028881594948030457,5,3,5,0,2280.41,0.0007548196551526535,1
